Legendary_first,Legendary_second,first_winner,HP_diff,Attack_diff,Defense_diff,Sp_Atk_diff,Sp_Def_diff,Height_diff,Weight_diff,Experience_diff,Normal_first,Fire_first,Water_first,Grass_first,Flying_first,Fighting_first,Poison_first,Electric_first,Ground_first,Rock_first,Psychic_first,Ice_first,Bug_first,Ghost_first,Steel_first,Dragon_first,Dark_first,Fairy_first,Normal_second,Fire_second,Water_second,Grass_second,Flying_second,Fighting_second,Poison_second,Electric_second,Ground_second,Rock_second,Psychic_second,Ice_second,Bug_second,Ghost_second,Steel_second,Dragon_second,Dark_second,Fairy_second,First_pokemon_attacks_first,Second_pokemon_attacks_first
0,0,0,0.4533333333333333,0.16393442622950816,0.485781990521327,0.4471830985915493,0.4490291262135922,0.47368421052631576,0.48570224867028283,0.4385499557913351,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,1,0.5155555555555555,0.5344262295081967,0.4075829383886256,0.44366197183098594,0.558252427184466,0.6701754385964912,0.5765969771973248,0.45534924845269675,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0.4533333333333333,0.4426229508196721,0.5023696682464455,0.5035211267605634,0.46844660194174753,0.4982456140350877,0.4923376691768919,0.5402298850574713,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0.49333333333333335,0.30491803278688523,0.514218009478673,0.4507042253521127,0.6723300970873786,0.5157894736842106,0.5318342198114698,0.4562334217506631,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,1,0.4711111111111111,0.5704918032786885,0.47393364928909953,0.6302816901408451,0.4004854368932038,0.5157894736842106,0.5324661646216231,0.5013262599469496,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0.6088888888888889,0.7344262295081967,0.580568720379147,0.5176056338028169,0.5461165048543689,0.5333333333333333,0.5413133919637685,0.6445623342175066,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0.4533333333333333,0.46885245901639344,0.5379146919431279,0.38732394366197187,0.48300970873786403,0.5368421052631579,0.5731739428089947,0.4916003536693192,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0.4288888888888889,0.540983606557377,0.47393364928909953,0.40492957746478875,0.4611650485436893,0.49122807017543857,0.4888093106535363,0.4385499557913351,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0.5155555555555555,0.3868852459016393,0.4360189573459715,0.6267605633802817,0.5825242718446602,0.49473684210526314,0.49260097951445575,0.5128205128205128,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,1,0.4666666666666667,0.3770491803278688,0.5213270142180094,0.47535211267605637,0.424757281553398,0.5263157894736842,0.5119279582916426,0.4403183023872679,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0.47555555555555556,0.32131147540983607,0.533175355450237,0.5316901408450705,0.5218446601941747,0.49473684210526314,0.4162409816209385,0.47745358090185674,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0.48,0.24590163934426226,0.471563981042654,0.545774647887324,0.3203883495145631,0.45964912280701753,0.4793301385012376,0.40848806366047746,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.3711111111111111,0.2327868852459016,0.8696682464454977,0.14436619718309857,0.849514563106796,0.45964912280701753,0.4691663594712729,0.4438549955791335,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0.48,0.4229508196721311,0.4549763033175355,0.6830985915492958,0.5436893203883495,0.5228070175438596,0.5134024961820002,0.572944297082228,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0.44222222222222224,0.4426229508196721,0.54739336492891,0.19014084507042256,0.5242718446601942,0.4807017543859649,0.5015535309916268,0.40495137046861185,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.47555555555555556,0.5180327868852459,0.4028436018957346,0.5387323943661972,0.38834951456310673,0.42105263157894735,0.486808152088051,0.4270557029177719,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0.3,0.5737704918032787,0.5900473933649288,0.5105633802816901,0.5800970873786407,0.038596491228070184,0.3127600189583444,0.5526083112290009,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0.3888888888888889,0.4262295081967213,0.485781990521327,0.40492957746478875,0.4126213592233009,0.44912280701754387,0.4481015324661647,0.40583554376657827,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,1,0.38,0.3901639344262295,0.5379146919431279,0.4894366197183099,0.5266990291262136,0.49122807017543857,0.49707725525304125,0.4482758620689655,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0.5,0.419672131147541,0.5450236966824644,0.4964788732394366,0.48543689320388345,0.4842105263157895,0.4933382484596346,0.49513704686118476,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0.3888888888888889,0.30491803278688523,0.43364928909952605,0.36971830985915494,0.4611650485436893,0.47017543859649125,0.47996208331139084,0.3519009725906278,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0.4444444444444444,0.3868852459016393,0.42654028436018954,0.21830985915492956,0.47330097087378636,0.4526315789473684,0.47796092474590557,0.40229885057471265,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.43333333333333335,0.21967213114754097,0.4786729857819905,0.35915492957746475,0.6359223300970873,0.4982456140350877,0.5197219442835326,0.40671971706454463,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.49333333333333335,0.34098360655737703,0.54739336492891,0.5774647887323944,0.5849514563106796,0.4807017543859649,0.5365738058876192,0.4995579133510168,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0,0.3888888888888889,0.540983606557377,0.4146919431279621,0.4225352112676056,0.279126213592233,0.4807017543859649,0.49138975196166207,0.3969938107869142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0.46444444444444444,0.3114754098360656,0.485781990521327,0.4295774647887324,0.5024271844660194,0.49122807017543857,0.5025014482068566,0.48275862068965514,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0.4822222222222222,0.43934426229508194,0.6137440758293838,0.6901408450704225,0.5485436893203883,0.4982456140350877,0.5821264942861657,0.5579133510167993,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0.5177777777777778,0.5737704918032787,0.5379146919431279,0.6091549295774648,0.5558252427184466,0.6245614035087719,0.5070830480804677,0.5782493368700266,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0,1,0,0.35555555555555557,0.360655737704918,0.47393364928909953,0.49295774647887325,0.3519417475728155,0.4421052631578947,0.40570856811838435,0.33156498673740054,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0.39555555555555555,0.2426229508196721,0.40047393364928907,0.44366197183098594,0.3859223300970873,0.44912280701754387,0.36658065195639583,0.3236074270557029,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,1,0,0.4444444444444444,0.5245901639344261,0.5687203791469194,0.38732394366197187,0.36407766990291257,0.47017543859649125,0.4680077939859919,0.41290893015030944,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.4311111111111111,0.32786885245901637,0.42417061611374407,0.4507042253521127,0.4101941747572815,0.47368421052631576,0.4927063036494813,0.35543766578249336,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,1,0.4777777777777778,0.5573770491803278,0.45023696682464454,0.5809859154929577,0.4004854368932038,0.5052631578947369,0.5059244825951867,0.497789566755084,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0.4888888888888889,0.5081967213114754,0.556872037914692,0.693661971830986,0.5946601941747572,0.5333333333333333,0.5273579440728844,0.6065428824049514,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0.45555555555555555,0.39999999999999997,0.533175355450237,0.4119718309859155,0.4490291262135922,0.4666666666666667,0.4834377797672337,0.4438549955791335,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0.47333333333333333,0.42950819672131146,0.5284360189573459,0.44366197183098594,0.5242718446601942,0.47017543859649125,0.4829638211596188,0.48629531388152075,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,1,0.5111111111111111,0.30163934426229505,0.5213270142180094,0.5352112676056338,0.5097087378640777,0.47719298245614034,0.49265364158196856,0.5048629531388152,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0.4177777777777778,0.33114754098360655,0.4312796208530806,0.397887323943662,0.42233009708737856,0.4666666666666667,0.4708515456316815,0.3536693191865605,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.4666666666666667,0.3114754098360656,0.3791469194312796,0.40492957746478875,0.4611650485436893,0.4807017543859649,0.4478382221286008,0.41556145004420864,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0,0,1,0.6111111111111112,0.6885245901639344,0.5,0.36971830985915494,0.5242718446601942,0.5298245614035088,0.5077676549581337,0.5915119363395225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0,0,1,0.4222222222222222,0.3114754098360656,0.45023696682464454,0.5809859154929577,0.36407766990291257,0.4807017543859649,0.4462583601032177,0.45977011494252873,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,1,0.43333333333333335,0.32786885245901637,0.485781990521327,0.545774647887324,0.48543689320388345,0.5052631578947369,0.48443835904997634,0.48717948717948717,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0.4533333333333333,0.5147540983606557,0.4691943127962085,0.36971830985915494,0.47330097087378636,0.4982456140350877,0.49786718626573284,0.4394341290893015,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
